Category,category image name,Level,Filename,English,fr,nl,de,it,es,ru,ko,zh-CN,ja
Professions,CategoryProfessions.png,8,programmer.jpg,programmer,programmeur,programmeur,Programmierer,programmatore,programador,программист,프로그램 제작자,程序员,プログラマー
Professions,CategoryProfessions.png,8,receptionist.jpg,receptionist,réceptionniste,receptioniste,Empfangsdame,receptionist,recepcionista,регистратор,접수원,接待员,受付
Professions,CategoryProfessions.png,8,veterinarian.jpg,veterinarian,vétérinaire,dierenarts,Tierarzt,veterinario,veterinario,ветеринар,수의사,兽医,獣医
Professions,CategoryProfessions.png,8,waiter.jpg,waiter,serveur,bediende,Kellner,cameriere,mesero,официант,웨이터,服务员,ウェイター
Clothing & Accessories,CategoryClothing.png,8,shirt.jpg,shirt,chemise,shirt,Hemd,camicia,camisa,рубашка,셔츠,衬衫,シャツ
Clothing & Accessories,CategoryClothing.png,8,t-shirt.jpg,t-shirt,T-shirt,T-shirt,T-Shirt,maglietta,camiseta,футболка,티셔츠,T恤,Tシャツ
Clothing & Accessories,CategoryClothing.png,8,blouse.jpg,blouse,blouse,blouse,Bluse,camicetta,blusa,блуза,블라우스,女式衬衫,ブラウス
Clothing & Accessories,CategoryClothing.png,8,sweater.jpg,sweater,pull-over,trui,Pullover,maglione,suéter,свитер,스웨터,毛衣,セーター
Clothing & Accessories,CategoryClothing.png,8,jumper.jpg,jumper,cavalier,trui,Jumper,maglione,saltador,джемпер,점퍼,毛衣,ジャンパー
Clothing & Accessories,CategoryClothing.png,8,cardigan.jpg,cardigan,cardigan,vest,Strickjacke,cardigan,cárdigan,кардиган,카디건,开襟衫,カーディガン
Clothing & Accessories,CategoryClothing.png,8,hoodie.jpg,hoodie,sweatshirt à capuche,capuchon,Kapuzenpullover,felpa,sudadera,толстовка с капюшоном,까마귀,连帽衫,パーカー
Clothing & Accessories,CategoryClothing.png,8,raincoat.jpg,raincoat,imperméable,regenjas,Regenmantel,impermeabile,impermeable,плащ,비옷,雨衣,レインコート
Clothing & Accessories,CategoryClothing.png,8,suit.jpg,suit,costume,pak,Anzug,abito,traje,подходить,정장,套装,スーツ
Clothing & Accessories,CategoryClothing.png,8,vest.jpg,vest,gilet,vest,Weste,maglia,chaleco,жилет,조끼,背心,ベスト
Clothing & Accessories,CategoryClothing.png,8,tie.jpg,tie,cravate,stropdas,binden,cravatta,atar,галстук,묶다,领带,ネクタイ
Clothing & Accessories,CategoryClothing.png,8,bowtie.jpg,bowtie,noeud papillon,vlinderdas,Fliege,Papillon,corbata de moño,галстук-бабочка,나비넥타이,领结,ちょうネクタイ
Clothing & Accessories,CategoryClothing.png,8,skirt.jpg,skirt,jupe,rok,Rock,gonna,falda,юбка,치마,裙子,スカート
Clothing & Accessories,CategoryClothing.png,8,pants.jpg,pants,pantalon,broek,Hose,pantaloni,pantalones,брюки,바지,裤子,パンツ
Clothing & Accessories,CategoryClothing.png,8,jeans.jpg,jeans,jeans,jeans,Jeans,jeans,vaqueros,джинсы,청바지,牛仔裤,ジーンズ
Clothing & Accessories,CategoryClothing.png,8,shorts.jpg,shorts,shorts,shorts,Shorts,pantaloncini,bermudas,шорты,반바지,短裤,ショートパンツ
Clothing & Accessories,CategoryClothing.png,8,panties.jpg,panties,culotte,slipje,Höschen,mutandine,bragas,трусики,팬티,内裤,パンティー
Clothing & Accessories,CategoryClothing.png,8,bra.jpg,bra,soutien-gorge,beha,BH,reggiseno,sostén,бюстгальтер,브래지어,胸罩,ブラジャー
Clothing & Accessories,CategoryClothing.png,8,stockings.jpg,stockings,bas,kousen,Strümpfe,calze,medias,чулки,스타킹,丝袜,ストッキング
Clothing & Accessories,CategoryClothing.png,8,tights.jpg,tights,collants,panty,Strumpfhosen,collant,medias,колготки,타이츠,紧身衣,タイツ
Clothing & Accessories,CategoryClothing.png,8,boots.jpg,boots,bottes,laarzen,Stiefel,stivali,botas,сапоги,부츠,靴子,ブーツ
Clothing & Accessories,CategoryClothing.png,8,sneakers.jpg,sneakers,baskets,sportschoenen,Turnschuhe,scarpe da ginnastica,zapatillas,кроссовки,운동화,运动鞋,スニーカー
Clothing & Accessories,CategoryClothing.png,8,trainers.jpg,trainers,formateurs,trainers,Trainer,formatori,zapatos de deporte,тренеры,트레이너,培训师,トレーナー
Clothing & Accessories,CategoryClothing.png,8,sandals.jpg,sandals,sandales,sandalen,Sandalen,sandali,sandalias,сандалии,샌들,凉鞋,サンダル
Clothing & Accessories,CategoryClothing.png,8,slippers.jpg,slippers,pantoufles,slippers,Hausschuhe,pantofole,zapatillas,тапочки,슬리퍼,拖鞋,スリッパ
Clothing & Accessories,CategoryClothing.png,8,heels.jpg,heels,talons,hakken,Absätze,tacchi,tacones,каблуки,뒷굽,高跟鞋,かかと
Clothing & Accessories,CategoryClothing.png,8,cap.jpg,cap,capuchon,dop,Kappe,berretto,tapa,кепка,캡,帽,キャップ
Clothing & Accessories,CategoryClothing.png,8,beanie.jpg,beanie,bonnet,muts,Mütze,berretto,gorro,шапочка,비니,毛线帽,ビーニー帽
Clothing & Accessories,CategoryClothing.png,8,scarf.jpg,scarf,foulard,sjaal,Schal,sciarpa,bufanda,шарф,스카프,围巾,スカーフ
Clothing & Accessories,CategoryClothing.png,8,gloves.jpg,gloves,gants,handschoenen,Handschuhe,guanti,guantes,перчатки,장갑,手套,手袋
Clothing & Accessories,CategoryClothing.png,8,mittens.jpg,mittens,mitaines,wanten,Fäustlinge,guanti,guantes de boxeo,рукавицы,장갑,连指手套,ミトン
Clothing & Accessories,CategoryClothing.png,8,belt.jpg,belt,ceinture,riem,Gürtel,cintura,cinturón,пояс,벨트,腰带,ベルト
Technology & Electronics,CategoryTech.png,8,tablet.jpg,tablet,comprimé,tablet,Tablette,tavoletta,tableta,планшет,태블릿,药片,錠剤
Technology & Electronics,CategoryTech.png,8,smartphone.jpg,smartphone,téléphone intelligent,smartphone,Smartphone,smartphone,teléfono inteligente,смартфон,스마트폰,手机,スマートフォン
Technology & Electronics,CategoryTech.png,8,cell_phone.jpg,cell phone,téléphone portable,mobiele telefoon,Handy,cellulare,Teléfono móvil,сотовый телефон,휴대폰,手机,携帯電話
Technology & Electronics,CategoryTech.png,8,telephone.jpg,telephone,téléphone,telefoon,Telefon,telefono,teléfono,телефон,전화,电话,電話
Technology & Electronics,CategoryTech.png,8,smartwatch.jpg,smartwatch,montre intelligente,smartwatch,Smartwatch,orologio intelligente,reloj inteligente,умные часы,스마트워치,智能手表,スマートウォッチ
Technology & Electronics,CategoryTech.png,8,stereo.jpg,stereo,stéréo,stereo,Stereo,stereo,estéreo,стерео,스테레오 재생,立体声,ステレオ
Technology & Electronics,CategoryTech.png,8,speaker.jpg,speaker,conférencier,spreker,Lautsprecher,altoparlante,vocero,оратор,스피커,扬声器,スピーカー
Technology & Electronics,CategoryTech.png,8,headphones.jpg,headphones,écouteurs,hoofdtelefoon,Kopfhörer,cuffie,auriculares,наушники,헤드폰,耳机,ヘッドフォン
Technology & Electronics,CategoryTech.png,8,earbuds.jpg,earbuds,écouteurs,oordopjes,Ohrhörer,auricolari,auriculares,наушники,이어폰,耳塞,イヤホン
Technology & Electronics,CategoryTech.png,8,microphone.jpg,microphone,microphone,microfoon,Mikrofon,microfono,micrófono,микрофон,마이크로폰,麦克风,マイクロフォン
Technology & Electronics,CategoryTech.png,8,video_camera.jpg,video camera,caméra vidéo,videocamera,Videokamera,videocamera,cámara de video,видеокамера,비디오 카메라,摄像机,ビデオカメラ
Technology & Electronics,CategoryTech.png,8,webcam.jpg,webcam,webcam,webcam,Webcam,webcam,cámara web,Веб-камера,웹캠,摄像头,ウェブカメラ
Technology & Electronics,CategoryTech.png,8,projector.jpg,projector,projecteur,projector,Projektor,proiettore,proyector,проектор,영사기,投影仪,プロジェクター
Technology & Electronics,CategoryTech.png,8,printer.jpg,printer,imprimante,printer,Drucker,stampante,impresora,принтер,인쇄기,打印机,プリンター
Technology & Electronics,CategoryTech.png,8,scanner.jpg,scanner,scanner,scanner,Scanner,scanner,escáner,сканер,스캐너,扫描器,スキャナー
Technology & Electronics,CategoryTech.png,8,photocopier.jpg,photocopier,photocopieur,kopieerapparaat,Kopiergerät,fotocopiatrice,fotocopiadora,копировальный аппарат,복사기,复印机,コピー機
Technology & Electronics,CategoryTech.png,8,fax_machine.jpg,fax machine,télécopieur,faxapparaat,Faxgerät,fax,máquina de fax,факс,팩스기,传真机,ファックス機
Technology & Electronics,CategoryTech.png,8,keyboard.jpg,keyboard,clavier,toetsenbord,Tastatur,tastiera,teclado,клавиатура,건반,键盘,キーボード
Technology & Electronics,CategoryTech.png,8,monitor.jpg,monitor,moniteur,monitor,Monitor,monitorare,monitor,монитор,감시 장치,监视器,モニター
Technology & Electronics,CategoryTech.png,8,screen.jpg,screen,écran,scherm,Bildschirm,schermo,pantalla,экран,화면,屏幕,画面
Technology & Electronics,CategoryTech.png,8,router.jpg,router,routeur,router,Router,router,enrutador,маршрутизатор,라우터,路由器,ルーター
Technology & Electronics,CategoryTech.png,8,modem.jpg,modem,modem,modem,Modem,modem,módem,модем,모뎀,调制解调器,モデム
Technology & Electronics,CategoryTech.png,8,hard_drive.jpg,hard drive,disque dur,harde schijf,Festplatte,disco rigido,disco duro,жесткий диск,하드 드라이브,硬盘,ハードドライブ
Technology & Electronics,CategoryTech.png,8,flash_drive.jpg,flash drive,clé USB,flashdrive,Flash-Laufwerk,unità flash,unidad flash,флэш-накопитель,플래시 드라이브,闪存盘,フラッシュドライブ
Technology & Electronics,CategoryTech.png,8,usb_drive.jpg,USB drive,Clé USB,USB-station,USB-Laufwerk,Unità USB,unidad USB,USB-накопитель,USB 드라이브,USB驱动器,USBドライブ
Technology & Electronics,CategoryTech.png,8,cd.jpg,CD,CD,CD,CD,CD,CD,компакт-диск,CD,光盘,CD
Technology & Electronics,CategoryTech.png,8,dvd.jpg,DVD,DVD,DVD,DVD,DVD,DVD,DVD,DVD,DVD,DVD
Technology & Electronics,CategoryTech.png,8,battery.jpg,battery,batterie,batterij,Batterie,batteria,batería,батарея,배터리,电池,バッテリー
Technology & Electronics,CategoryTech.png,8,charger.jpg,charger,chargeur,oplader,Ladegerät,caricabatterie,cargador,зарядное устройство,충전기,充电器,充電器
Technology & Electronics,CategoryTech.png,8,cable.jpg,cable,câble,kabel,Kabel,cavo,cable,кабель,케이블,电缆,ケーブル
Technology & Electronics,CategoryTech.png,8,wire.jpg,wire,fil,draad,Draht,filo,cable,проволока,철사,金属丝,ワイヤー
Technology & Electronics,CategoryTech.png,8,adapter.jpg,adapter,adaptateur,adapter,Adapter,adattatore,adaptador,адаптер,어댑터,适配器,アダプタ
Technology & Electronics,CategoryTech.png,8,drone.jpg,drone,drone,drone,Drohne,drone,zumbido,дрон,무인 비행기,无人机,ドローン
Technology & Electronics,CategoryTech.png,8,robot.jpg,robot,robot,robot,Roboter,robot,robot,робот,기계 인간,机器人,ロボット
Technology & Electronics,CategoryTech.png,8,calculator.jpg,calculator,calculatrice,rekenmachine,Kalkulator,calcolatrice,calculadora,калькулятор,계산자,计算器,電卓
Technology & Electronics,CategoryTech.png,8,game_console.jpg,game console,console de jeu,spelconsole,Spielkonsole,console di gioco,consola de juegos,игровая консоль,게임 콘솔,游戏机,ゲームコンソール
Technology & Electronics,CategoryTech.png,8,controller.jpg,controller,contrôleur,controleur,Regler,controllore,controlador,контроллер,제어 장치,控制器,コントローラ
Technology & Electronics,CategoryTech.png,8,joystick.jpg,joystick,manette de jeu,bedieningshendel,Joystick,joystick,palanca de mando,джойстик,조종간,操纵杆,ジョイスティック
Technology & Electronics,CategoryTech.png,8,virtual_reality.jpg,virtual reality,réalité virtuelle,virtuele realiteit,virtuelle Realität,realtà virtuale,realidad virtual,виртуальная реальность,가상 현실,虚拟现实,仮想現実
Technology & Electronics,CategoryTech.png,8,smart_home.jpg,smart home,maison intelligente,slim huis,Smart Home,casa intelligente,hogar inteligente,умный дом,스마트 홈,智能家居,スマートホーム
Technology & Electronics,CategoryTech.png,8,thermostat.jpg,thermostat,thermostat,thermostaat,Thermostat,termostato,termostato,термостат,온도 조절 장치,恒温器,サーモスタット
Technology & Electronics,CategoryTech.png,8,alarm.jpg,alarm,alarme,alarm,Alarm,allarme,alarma,тревога,경보,警报,アラーム
Musical Instruments,CategoryMusic.png,8,piano.jpg,piano,piano,piano,Klavier,pianoforte,piano,фортепиано,피아노,钢琴,ピアノ
Musical Instruments,CategoryMusic.png,8,synthesizer.jpg,synthesizer,synthétiseur,synthesizer,Synthesizer,sintetizzatore,sintetizador,синтезатор,신디사이저,合成器,シンセサイザー
Musical Instruments,CategoryMusic.png,8,organ.jpg,organ,organe,orgaan,Orgel,organo,órgano,орган,오르간,器官,器官
Musical Instruments,CategoryMusic.png,8,accordion.jpg,accordion,accordéon,accordeon,Akkordeon,fisarmonica,acordeón,аккордеон,아코디언,手风琴,アコーディオン
Musical Instruments,CategoryMusic.png,8,guitar.jpg,guitar,guitare,gitaar,Gitarre,chitarra,guitarra,гитара,기타,吉他,ギター
Musical Instruments,CategoryMusic.png,8,electric_guitar.jpg,electric guitar,guitare électrique,elektrische gitaar,elektrische Gitarre,chitarra elettrica,guitarra eléctrica,электрогитара,일렉트릭 기타,电吉他,エレキギター
Musical Instruments,CategoryMusic.png,8,bass_guitar.jpg,bass guitar,guitare basse,basgitaar,Bassgitarre,basso elettrico,bajo,бас-гитара,베이스 기타,低音吉他,ベースギター
Musical Instruments,CategoryMusic.png,8,acoustic_guitar.jpg,acoustic guitar,guitare acoustique,akoestische gitaar,Akustikgitarre,chitarra acustica,guitarra acustica,акустическая гитара,어쿠스틱 기타,原声吉他,アコースティックギター
Musical Instruments,CategoryMusic.png,8,ukulele.jpg,ukulele,ukulélé,ukelele,Ukulele,ukulele,ukelele,гавайская гитара,우쿨렐레,尤克里里,ウクレレ
Musical Instruments,CategoryMusic.png,8,banjo.jpg,banjo,banjo,banjo,Banjo,banjo,banjo,банджо,밴조,班卓琴,バンジョー
Musical Instruments,CategoryMusic.png,8,mandolin.jpg,mandolin,mandoline,mandoline,Mandoline,mandolino,mandolina,мандолина,만돌린,曼陀林,マンドリン
Musical Instruments,CategoryMusic.png,8,harp.jpg,harp,harpe,harp,Harfe,arpa,arpa,арфа,하프,竖琴,ハープ
Musical Instruments,CategoryMusic.png,8,violin.jpg,violin,violon,viool,Violine,violino,violín,скрипка,바이올린,小提琴,バイオリン
Musical Instruments,CategoryMusic.png,8,viola.jpg,viola,alto,altviool,Viola,viola,viola,альт,비올라,中提琴,ビオラ
Musical Instruments,CategoryMusic.png,8,cello.jpg,cello,violoncelle,cello,Cello,violoncello,violonchelo,виолончель,첼로,大提琴,チェロ
Musical Instruments,CategoryMusic.png,8,double_bass.jpg,double bass,contrebasse,contrabas,Kontrabass,contrabbasso,contrabajo,контрабас,더블베이스,低音提琴,コントラバス
Musical Instruments,CategoryMusic.png,8,flute.jpg,flute,flûte,fluit,Flöte,flauto,flauta,флейта,플루트,长笛,フルート
Musical Instruments,CategoryMusic.png,8,piccolo.jpg,piccolo,piccolo,piccolo,Piccoloflöte,ottavino,piccolo,пикколо,피콜로,短笛,ピッコロ
Musical Instruments,CategoryMusic.png,8,clarinet.jpg,clarinet,clarinette,klarinet,Klarinette,clarinetto,clarinete,кларнет,클라리넷,单簧管,クラリネット
Musical Instruments,CategoryMusic.png,8,oboe.jpg,oboe,hautbois,hobo,Oboe,oboe,oboe,гобой,오보에,双簧管,オーボエ
Musical Instruments,CategoryMusic.png,8,bassoon.jpg,bassoon,basson,fagot,Fagott,fagotto,fagot,фагот,바순,巴松管,ファゴット
Musical Instruments,CategoryMusic.png,8,saxophone.jpg,saxophone,saxophone,saxofoon,Saxophon,sassofono,saxófono,саксофон,색소폰,萨克斯管,サックス
Musical Instruments,CategoryMusic.png,8,trumpet.jpg,trumpet,trompette,trompet,Trompete,tromba,trompeta,труба,트럼펫,喇叭,トランペット
Musical Instruments,CategoryMusic.png,8,trombone.jpg,trombone,trombone,trombone,Posaune,trombone,trombón,тромбон,트롬본,长号,トロンボーン
Musical Instruments,CategoryMusic.png,8,french_horn.jpg,french horn,cor français,franse hoorn,Waldhorn,corno francese,cuerno francés,валторна,프렌치 호른,圆号,フレンチホルン
Musical Instruments,CategoryMusic.png,8,tuba.jpg,tuba,tuba,tuba,Tuba,tuba,tuba,туба,튜바,大号,チューバ
Musical Instruments,CategoryMusic.png,8,drums.jpg,drums,batterie,trommels,Schlagzeug,batteria,batería,барабаны,드럼,鼓,ドラム
Musical Instruments,CategoryMusic.png,8,drum_kit.jpg,drum kit,batterie,drumstel,Schlagzeug,batteria,batería,ударная установка,드럼 키트,架子鼓,ドラムキット
Musical Instruments,CategoryMusic.png,8,snare_drum.jpg,snare drum,caisse claire,snaredrum,Kleine Trommel,rullante,caja,малый барабан,스네어 드럼,小军鼓,スネアドラム
Musical Instruments,CategoryMusic.png,8,bass_drum.jpg,bass drum,grosse caisse,basdrum,Basstrommel,grancassa,bombo,большой барабан,베이스 드럼,低音鼓,バスドラム
Musical Instruments,CategoryMusic.png,8,cymbals.jpg,cymbals,cymbales,bekkens,Becken,piatti,platillos,тарелки,심벌즈,钹,シンバル
Musical Instruments,CategoryMusic.png,8,hi-hat.jpg,hi-hat,charleston,hi-hoed,Hi-Hat,ciao-hat,charles,хай-хэт,하이햇,踩镲,ハイハット
Musical Instruments,CategoryMusic.png,8,tambourine.jpg,tambourine,tambourin,tamboerijn,Tambourin,tamburello,pandereta,бубен,탬버린,手鼓,タンバリン
Musical Instruments,CategoryMusic.png,8,maracas.jpg,maracas,maracas,maraca's,Maracas,maracas,maracas,маракасы,마라카스,马拉卡斯,マラカス
Musical Instruments,CategoryMusic.png,8,castanets.jpg,castanets,castagnettes,castagnetten,Kastagnetten,nacchere,castañuelas,кастаньеты,캐스터네츠,响板,カスタネット
Musical Instruments,CategoryMusic.png,8,triangle.jpg,triangle,triangle,driehoek,Dreieck,triangolo,triángulo,треугольник,삼각형,三角形,三角形
Musical Instruments,CategoryMusic.png,8,xylophone.jpg,xylophone,xylophone,xylofoon,Xylophon,xilofono,xilófono,ксилофон,목금,木琴,木琴
Musical Instruments,CategoryMusic.png,8,marimba.jpg,marimba,marimba,marimba,Marimba,marimba,marimba,маримба,마림바,马林巴琴,マリンバ
Musical Instruments,CategoryMusic.png,8,glockenspiel.jpg,glockenspiel,carillon,klokkenspel,Glockenspiel,carillon,carillón,глокеншпиль,글로켄슈필,钟琴,グロッケンシュピール
Musical Instruments,CategoryMusic.png,8,timpani.jpg,timpani,timbales,pauken,Timpani,timpani,tímpanos,литавры,팀파니,定音鼓,ティンパニー
Musical Instruments,CategoryMusic.png,8,bongo.jpg,bongo,bongo,bongo,Bongo,bongo,bongó,бонго,봉고,邦戈,ボンゴ
Musical Instruments,CategoryMusic.png,8,conga.jpg,conga,conga,conga,Conga,conga,conga,конга,콩가,康加舞,コンガ
Musical Instruments,CategoryMusic.png,8,djembe.jpg,djembe,djembé,djembé,Djembe,djembe,djembé,джембе,젬베,非洲鼓,ジャンベ
Musical Instruments,CategoryMusic.png,8,didgeridoo.jpg,didgeridoo,didgeridoo,didgeridoo,Didgeridoo,didgeridoo,didgeridoo,диджериду,디저리두,迪吉里杜管,ディジュリドゥ
Musical Instruments,CategoryMusic.png,8,bagpipes.jpg,bagpipes,cornemuse,doedelzakken,Dudelsack,cornamuse,gaita,волынка,백파이프,风笛,バグパイプ
Musical Instruments,CategoryMusic.png,8,harmonica.jpg,harmonica,harmonica,mondharmonica,Mundharmonika,armonica,harmónica,губная гармошка,하모니카,口琴,ハーモニカ
Musical Instruments,CategoryMusic.png,8,kazoo.jpg,kazoo,kazoo,kazoo,Kazoo,kazoo,kazoo,казу,카주,卡祖笛,カズー
Musical Instruments,CategoryMusic.png,8,recorder.jpg,recorder,enregistreur,opnameapparaat,Recorder,registratore,grabadora,диктофон,기록계,录音机,レコーダー
Musical Instruments,CategoryMusic.png,8,lute.jpg,lute,luth,luit,Laute,liuto,laúd,лютня,류트,琵琶,リュート
Health & Medicine,CategoryHealth.png,8,drugstore.jpg,drugstore,pharmacie,drogisterij,Drogerie,farmacia,farmacia,аптека,약국,药店,薬局
Health & Medicine,CategoryHealth.png,8,stretcher.jpg,stretcher,tendeur,brancard,Bahre,barella,camilla,носилки,들것,担架,担架
Health & Medicine,CategoryHealth.png,8,wheelchair.jpg,wheelchair,fauteuil roulant,rolstoel,Rollstuhl,sedia a rotelle,silla de ruedas,инвалидная коляска,바퀴 달린 의자,轮椅,車椅子
Health & Medicine,CategoryHealth.png,8,crutches.jpg,crutches,béquilles,krukken,Krücken,stampelle,muletas,костыли,협장,拐杖,松葉杖
Health & Medicine,CategoryHealth.png,8,bandage.jpg,bandage,bandage,verband,Bandage,bendare,vendaje,повязка,붕대,绷带,包帯
Health & Medicine,CategoryHealth.png,8,plaster.jpg,plaster,plâtre,gips,Gips,malta,yeso,штукатурка,벽토,石膏,石膏
Health & Medicine,CategoryHealth.png,8,cast.jpg,cast,casting,vorm,gießen,lancio,elenco,бросать,깁스,投掷,キャスト
Health & Medicine,CategoryHealth.png,8,syringe.jpg,syringe,seringue,spuit,Spritze,siringa,jeringuilla,шприц,주사기,注射器,注射器
Health & Medicine,CategoryHealth.png,8,needle.jpg,needle,aiguille,naald,Nadel,ago,aguja,иголка,바늘,针,針
Health & Medicine,CategoryHealth.png,8,thermometer.jpg,thermometer,thermomètre,thermometer,Thermometer,termometro,termómetro,термометр,온도계,温度计,温度計
Health & Medicine,CategoryHealth.png,8,stethoscope.jpg,stethoscope,stéthoscope,stethoscoop,Stethoskop,stetoscopio,estetoscopio,стетоскоп,청진기,听诊器,聴診器
Health & Medicine,CategoryHealth.png,8,scalpel.jpg,scalpel,scalpel,scalpel,Skalpell,bisturi,bisturí,скальпель,메스,解剖刀,メス
Health & Medicine,CategoryHealth.png,8,medicine.jpg,medicine,médecine,geneesmiddel,Medizin,medicinale,medicamento,лекарство,약,药品,薬
Health & Medicine,CategoryHealth.png,8,pill.jpg,pill,pilule,pil,Pille,pillola,píldora,таблетка,알약,丸,ピル
Health & Medicine,CategoryHealth.png,8,capsule.jpg,capsule,capsule,capsule,Kapsel,capsula,cápsula,капсула,캡슐,胶囊,カプセル
Health & Medicine,CategoryHealth.png,8,syrup.jpg,syrup,sirop,siroop,Sirup,sciroppo,jarabe,сироп,시럽,糖浆,シロップ
Health & Medicine,CategoryHealth.png,8,ointment.jpg,ointment,pommade,zalf,Salbe,unguento,ungüento,мазь,연고,软膏,軟膏
Health & Medicine,CategoryHealth.png,8,cream.jpg,cream,crème,room,Creme,crema,crema,крем,크림,奶油,クリーム
Health & Medicine,CategoryHealth.png,8,drops.jpg,drops,gouttes,druppels,Tropfen,gocce,gotas,капли,액,滴,滴る
Health & Medicine,CategoryHealth.png,8,vaccine.jpg,vaccine,vaccin,vaccin,Impfstoff,vaccino,vacuna,вакцина,백신,疫苗,ワクチン
Health & Medicine,CategoryHealth.png,8,injection.jpg,injection,injection,injectie,Injektion,iniezione,inyección,инъекция,주입,注射,注射
Health & Medicine,CategoryHealth.png,8,prescription.jpg,prescription,ordonnance,recept,Rezept,prescrizione,prescripción,рецепт,처방,处方,処方箋
Health & Medicine,CategoryHealth.png,8,blood.jpg,blood,sang,bloed,Blut,sangue,sangre,кровь,피,血,血
Health & Medicine,CategoryHealth.png,8,pulse.jpg,pulse,impulsion,pols,Impuls,impulso,legumbres,пульс,맥박,脉冲,脈
Health & Medicine,CategoryHealth.png,8,blood_pressure.jpg,blood pressure,pression artérielle,bloeddruk,Blutdruck,pressione sanguigna,presión arterial,артериальное давление,혈압,血压,血圧
Health & Medicine,CategoryHealth.png,8,fever.jpg,fever,fièvre,koorts,Fieber,febbre,fiebre,высокая температура,발열,发烧,熱
Health & Medicine,CategoryHealth.png,8,cough.jpg,cough,toux,hoest,Husten,tosse,tos,кашель,기침,咳嗽,咳
Health & Medicine,CategoryHealth.png,8,sneeze.jpg,sneeze,éternuer,niezen,niesen,starnuto,estornudo,чихать,재채기,喷嚏,くしゃみ
Health & Medicine,CategoryHealth.png,8,pain.jpg,pain,douleur,pijn,Schmerz,Dolore,dolor,боль,통증,疼痛,痛み
Health & Medicine,CategoryHealth.png,8,ache.jpg,ache,mal,pijn,schmerzen,dolore,dolor,болеть,아픔,疼痛,痛み
Health & Medicine,CategoryHealth.png,8,headache.jpg,headache,mal de tête,hoofdpijn,Kopfschmerzen,mal di testa,dolor de cabeza,головная боль,두통,头痛,頭痛
Health & Medicine,CategoryHealth.png,8,stomachache.jpg,stomachache,mal de ventre,buikpijn,Bauchschmerzen,mal di stomaco,Dolor de estómago,боли в животе,복통,腹痛,腹痛
Health & Medicine,CategoryHealth.png,8,toothache.jpg,toothache,mal aux dents,kiespijn,Zahnschmerzen,mal di denti,dolor de muelas,зубная боль,치통,牙疼,歯痛
Health & Medicine,CategoryHealth.png,8,injury.jpg,injury,blessure,blessure,Verletzung,infortunio,lesión,рана,부상,受伤,けが
Health & Medicine,CategoryHealth.png,8,wound.jpg,wound,blesser,wond,Wunde,ferita,herida,ранить,상처,伤口,傷
Health & Medicine,CategoryHealth.png,8,cut.jpg,cut,couper,snee,schneiden,taglio,cortar,резать,자르다,切,カット
Health & Medicine,CategoryHealth.png,8,bruise.jpg,bruise,hématome,kneuzing,Prellung,ammaccare,moretón,синяк,타박상,挫伤,あざ
Health & Medicine,CategoryHealth.png,8,burn.jpg,burn,brûler,brandwond,brennen,bruciare,quemar,гореть,불타다,烧伤,やけど
Health & Medicine,CategoryHealth.png,8,infection.jpg,infection,infection,infectie,Infektion,infezione,infección,инфекция,전염병,感染,感染
Health & Medicine,CategoryHealth.png,8,disease.jpg,disease,maladie,ziekte,Krankheit,malattia,enfermedad,болезнь,질병,疾病,病気
Health & Medicine,CategoryHealth.png,8,illness.jpg,illness,maladie,ziekte,Erkrankung,malattia,enfermedad,болезнь,병,疾病,病気
Health & Medicine,CategoryHealth.png,8,sickness.jpg,sickness,maladie,ziekte,Krankheit,malattia,enfermedad,болезнь,병,疾病,病気
Health & Medicine,CategoryHealth.png,8,health.jpg,health,santé,gezondheid,Gesundheit,salute,salud,здоровье,건강,健康,健康
Health & Medicine,CategoryHealth.png,8,healthy.jpg,healthy,en bonne santé,gezond,gesund,salutare,saludable,здоровый,건강한,健康,健康
Health & Medicine,CategoryHealth.png,8,sick.jpg,sick,malade,ziek,krank,malato,enfermo,больной,아픈,生病的,病気
everyday objects,CategoryObjects.png,5,stapler.jpg,stapler,agrafeuse,nietmachine,Hefter,cucitrice,grapadora,степлер,호치키스,订书机,ホッチキス
personal belongings,CategoryPersonal.png,4,hairbrush.jpg,hairbrush,brosse à cheveux,haarborstel,Haarbürste,spazzola per capelli,cepillo para el pelo,расческа,머리 빗는 솔,发刷,ヘアブラシ
personal belongings,CategoryPersonal.png,4,tweezers.jpg,tweezers,pince à épiler,pincet,Pinzette,pinzette,pinzas,пинцеты,족집게,镊子,ピンセット
personal belongings,CategoryPersonal.png,4,lotion.jpg,lotion,lotion,lotion,Lotion,lozione,loción,лосьон,외용 물약,洗剂,ローション
personal belongings,CategoryPersonal.png,4,sunscreen.jpg,sunscreen,crème solaire,zonnebrandcrème,Sonnenschutz,protezione solare,protector solar,солнцезащитный крем,자외선 차단제,防晒霜,日焼け止め
personal belongings,CategoryPersonal.png,4,lip_balm.jpg,lip balm,baume à lèvres,lippenbalsem,Lippenbalsam,balsamo per le labbra,pomada para labios,бальзам для губ,립밤,润唇膏,リップクリーム
personal belongings,CategoryPersonal.png,4,compact.jpg,compact,compact,compact,kompakt,compatto,compacto,компактный,콤팩트,袖珍的,コンパクト
